,Crime ID,Month,LSOA code,Crime type,Ward
4525,ebc9973c1d4acfbaddf902e523e3b24beed8a920804704729e4f85b74de589c3,2019-11,E01000236,Burglary,Hendon
4548,294eaa7f78bbc1183d63dc6440ad56b105ff3633465fc398a6d33b11d80916ce,2019-11,E01000238,Burglary,Hendon
4549,94890b83e6f1d1b269dacf0ee14caebeafe5b487c34d3cbc91086357ffcdb24c,2019-11,E01000238,Burglary,Hendon
4565,613dff4b518dcc163d59cdac5203389034257aa0ad7c292049bc672fb862ce54,2019-11,E01000310,Burglary,West Hendon
4566,ba40362fe8f29a2ec0fa472b8e588bbf54456eaa800e9f7ce72288015f512d78,2019-11,E01000310,Burglary,West Hendon
4579,29dd3bf9844b71200f41f0bbd967701c7acc46f2cca67e34a5f9a59c50a130bb,2019-11,E01000311,Burglary,West Hendon
4591,a13f1d02329b14881f5abd6e014dc5383fe95a1e336a06563f02be6e3b7b8b3b,2019-11,E01000205,Burglary,Garden Suburb
4596,b67c795f940d7c1db71abcc8f3383115ab844883ddb8194dcefe1f7ad096a2c0,2019-11,E01000209,Burglary,Garden Suburb
4597,a8c8db4211cfe8698c6e9562ab60ce127f20b3d1f1ff879ca9d8de2d442d90ac,2019-11,E01000209,Burglary,Garden Suburb
4598,8aaa6d7a31de34e8c0e3144810821e8a1aa6ddc53fd9814b97d64e8106e16c55,2019-11,E01000209,Burglary,Garden Suburb
4638,5f0820c74e22332118736dad293bba128d1ad72ee743228de41627d90450887f,2019-11,E01000216,Burglary,Golders Green
4639,f4004e4bbe8f27ceb78ff4e71e0667f8638040a3a155ec03ad0ffffaeaf1761e,2019-11,E01000216,Burglary,Golders Green
4640,6dbdda2afc2779d113a0c8f78d9eda89a267518ddf840c0a81c6d399497e3a21,2019-11,E01000216,Burglary,Golders Green
4655,6bc49ed0e733bc7b9f3fefc2d3c6becede6e1ba381c62c0758dac31490db65f5,2019-11,E01000217,Burglary,Golders Green
4669,541954b8c6cb770bb723d55bbea08ca35a755a6493888d835fa75c63a3f1da6f,2019-11,E01000150,Burglary,Colindale
4689,3e0fec5975c879b6136a935e7cd0aed8e75db0d7e650186e60ac1e6158dae6f8,2019-11,E01000305,Burglary,West Hendon
4690,39fb94f494856911ec71cecd3630c958881340c66807da0518400bc5dce91411,2019-11,E01000305,Burglary,West Hendon
4691,2af78910835eabb939e95b02d373785e2a22638a3edbf63dcfff7dae684e86a9,2019-11,E01000305,Burglary,West Hendon
4692,64bec42883ea5355da214a99c9a095f91f47c2ec6acc25b3f12bd02cb98f393f,2019-11,E01000305,Burglary,West Hendon
4693,a5534c17c2c87d851be1859733c57ccadc3942a385695752cd291bdd7940d98a,2019-11,E01000305,Burglary,West Hendon
4694,8e7ecccfb183fef4c755c0a4cac9fc01a5656164865bda6b4ae08f822a2abd16,2019-11,E01000305,Burglary,West Hendon
4721,f04aafa9183128300c3abc57cd4c312616f8b427588f38d6f11fc4e1f0c4cff6,2019-11,E01000306,Burglary,West Hendon
4730,231e268d36793762e1d4b174508d9b9824fe69fa549daa94409cc307060b96bb,2019-11,E01000308,Burglary,West Hendon
4731,b76e7754b2172ab988b7ae621c444bfa157121ca6741f32066212f48ef588314,2019-11,E01000308,Burglary,West Hendon
4756,a131dc9f56e5931086d4ec10d6f2df4265d7025f107d17595bb8b68b1cc928cb,2019-11,E01000312,Burglary,West Hendon
4757,64f95787d804156918514863494a8ff3aafb10b932ef5d58c712da5b530bd92b,2019-11,E01000312,Burglary,West Hendon
4773,528adbcccd4c826c7e8967fe75cc2c5b6ad95c4befa3307119eee3d54e906bc2,2019-11,E01000313,Burglary,West Hendon
4774,9137221b66e12f98eb27a81d6c9f31f9714c4fdc93185cd8bf02e749c1f52c8d,2019-11,E01000313,Burglary,West Hendon
4795,90b2b26db9bec92704f851ef27dffa332c43de930bc6da9cc2af3d8d3d8a2922,2019-11,E01000145,Burglary,Childs Hill
4800,2adead2ff4765737750f996ce9e131d195c9be8f71e09b887588ceda49b8bd07,2019-11,E01000215,Burglary,Golders Green
4801,b07999b2237486dfc0c20df50b1fdf7c420a4c38c5011844cfd92982f915acf8,2019-11,E01000215,Burglary,Golders Green
4809,219fca82a585548e70990e6c1387277916cb5250106ee486c6b98fb42e7ea70d,2019-11,E01000218,Burglary,Golders Green
4827,5de7aeb15027edea75fff51e6d708468c64e0727a3277303b192ea68820ac92c,2019-11,E01000219,Burglary,Golders Green
4828,d9bc7e3640c653fa893ab990bdce4d2c93e65c9cbb38d76fae37c032802dbb8c,2019-11,E01000219,Burglary,Golders Green
4829,909f7e1aa41b7a500a01040e6921683e044ead9d3113059300be0b7ebc829a66,2019-11,E01000219,Burglary,Golders Green
4830,a3b6b91bd073c8a932bc1a5cc3417429f51f59dee84022353b226b5c53fd63d7,2019-11,E01000219,Burglary,Golders Green
4845,3c5b57563f2f3f4d2e67e58fad1e4317883771cca1e2316536407a6968327d6b,2019-11,E01000220,Burglary,Golders Green
4846,3c5b57563f2f3f4d2e67e58fad1e4317883771cca1e2316536407a6968327d6b,2019-11,E01000220,Burglary,Golders Green
4847,3c5b57563f2f3f4d2e67e58fad1e4317883771cca1e2316536407a6968327d6b,2019-11,E01000220,Burglary,Golders Green
4848,3c5b57563f2f3f4d2e67e58fad1e4317883771cca1e2316536407a6968327d6b,2019-11,E01000220,Burglary,Golders Green
4849,d93ebbb18cb7f85bbad3e09477087fa47898cb7714e76e7c7bc05df1041fcde7,2019-11,E01000220,Burglary,Golders Green
4850,3c5b57563f2f3f4d2e67e58fad1e4317883771cca1e2316536407a6968327d6b,2019-11,E01000220,Burglary,Golders Green
4855,39166abdf9ac209ef741e9dfa818edf70fad1cff90bcd141ef6331a2007eb21b,2019-11,E01000225,Burglary,Golders Green
4863,5309f1e7976407b6ffb4aab50b539f4f65a446a6a12eba946b2646413f0977bf,2019-11,E01000135,Burglary,Childs Hill
4864,9f26fada45ae606d464bb1e3e0e6cd6dabd1104e6bc75eba0ee1c7861a980796,2019-11,E01000135,Burglary,Childs Hill
4869,7ad13bdaeb742c55c5e5b99ff69572aedd9c0c2f213cef9c1c21ad3c818ddaa5,2019-11,E01000136,Burglary,Childs Hill
4870,1eaa75a056edd038ae2f2fa8e83783e4697d1954f0b55fdcfcc08c1df8ed0fdc,2019-11,E01000136,Burglary,Childs Hill
4871,41a4790eec18b355c32886588aa7eb31d7719e8403ee257cb6748944a699fae4,2019-11,E01000136,Burglary,Childs Hill
4885,5636258eb4177a887fa4b0272ea0f20958b9bdd00081fb9a5daed69561d1b33b,2019-11,E01000144,Burglary,Childs Hill
4905,d675190eb41148dc59233040b99cb5ac0f46b7cb21925a39ff585b6f75600c96,2019-11,E01000146,Burglary,Childs Hill
4906,28e082a4c35159457ecd476c0d9b963dd4004b0f64bb312b416a72282ee55a07,2019-11,E01000146,Burglary,Childs Hill
4907,6b4d8388e65007ba7f937173f7109769de034fe6631e1155b986fd863834d573,2019-11,E01000146,Burglary,Childs Hill
4908,adc801fc3e4120e0f419f418f775142c83341f8ca219341932307108cd4184f7,2019-11,E01000146,Burglary,Childs Hill
4909,1775ea43ed7fe1340a9ece661f44a4d7d1a17dd18a6b593c7f0f6d087759eb37,2019-11,E01000146,Burglary,Childs Hill
4937,67bf51eaaa607c57ae6535fc40e67ea6670d0a1a2b4750ba98fd089c4080d575,2019-11,E01000214,Burglary,Garden Suburb
4958,fd48e49b949f6126f92fe7b010182dd3b16eece4500e86e8631b9326041cc196,2019-11,E01000141,Burglary,Childs Hill
4959,1359de2f70486f761b59fb48f05ae38bcc83cdb46ecf4ab18c9055abeb1407b8,2019-11,E01000141,Burglary,Childs Hill
4960,30d2c8e82869770071be935e5a265e8582bd1665cb0d698fb4282dd6f81c46cf,2019-11,E01000141,Burglary,Childs Hill
4961,e07dbb7f499cebd39d95132fc35ce15858e7722b23ceaec2df7201564f429b40,2019-11,E01000141,Burglary,Childs Hill
4962,4664fdd838fb1ea29b97a5ff249ef889c617f3982e69b9ed82a7025bfa0cdad8,2019-11,E01000141,Burglary,Childs Hill
5070,f0193c32d5dcf7c00cb1961caaf46096120064b9766f999c840bb434fec96c18,2019-11,E01000307,Burglary,West Hendon
5071,16cd3308bf873b97e8652c56dad89d6d83c835e1451929cfe119ba86126dcddc,2019-11,E01000307,Burglary,West Hendon
5178,5949c974c0fb67619fd69f98aecd50e2cbff73654a4d58425aebbfcd0a63844d,2019-11,E01000138,Burglary,Childs Hill
5184,74fc572b870a111037bd069cf3fc84c351a62715a9acac2a05b6fc9e2561705f,2019-11,E01000142,Burglary,Childs Hill
5196,174c07c4427d44ec8aae9287737419de38db6ac674d337d812cda2c64fc22c85,2019-11,E01000222,Burglary,Golders Green
1951,8f8f8810908ec96d9d572c228a8d3e48299bd41b5d8a7946c82f66dbf5a10b63,2019-12,E01000249,Burglary,High Barnet
1964,de0f3df99c014e9ff960eec0d3045db6193b0f3a7311dc2277c6e323772ac666,2019-12,E01000250,Burglary,High Barnet
1965,153c48b693684c803a18f842693496a387ddd37863235a2d8c3c65ad383b3356,2019-12,E01000250,Burglary,High Barnet
1999,8fc15f766983bb476736e88c4de95ec34f5a340b668d170feda874cdc2a8a8de,2019-12,E01000254,Burglary,High Barnet
2004,cc6897119aff900b3faf3e670e852a0863d1d3d761276c7384337fe41638a7dd,2019-12,E01000292,Burglary,Underhill
2005,b645d985ae918a154c210d0f20622c20f57d69bd529473f0c0b0f4c74cdf6b8d,2019-12,E01000292,Burglary,Underhill
2006,bc2c062b7555be10a320e81e7454164169f267595fd3cdee3defe9a24ce5700d,2019-12,E01000292,Burglary,Underhill
2017,48f8cdb05b7885d22cb314c6fbf47ac74085cd4ad860a40cab235b525d84e467,2019-12,E01000293,Burglary,Underhill
2025,8a0a739ae18cc5f8f667076e3ade47dca9521619ce27df45cbe362b275116114,2019-12,E01000167,Burglary,East Barnet
2029,fcdec42128e7d686f54b6414515b48707e4a52c100ed88780079585da46d6ead,2019-12,E01000246,Burglary,High Barnet
2030,5cf0a673bdec2d91dc5e6ee754dfbf209969a91225bb0ab16381b16d352f635e,2019-12,E01000246,Burglary,High Barnet
2031,197bc33885e6b007aa12b33fb2f29de35c385c4c65f90892ff934b240631155c,2019-12,E01000246,Burglary,High Barnet
2032,c6d1f2be308fc9259e14f1334d91af6f08ad3a8638e27acbe67e39c381faded2,2019-12,E01000246,Burglary,High Barnet
2033,e0c332499a17a2c25baaee73d2d060a5b2273fda221b09e44eb455f94699b57a,2019-12,E01000246,Burglary,High Barnet
2044,36fe205bcee60cf3edd58ceac7a015728fd5e04eb3bc38e80f3ee0d22e886dea,2019-12,E01000247,Burglary,High Barnet
2045,516cd94cb73a1534221982fff77f9c87b04bb69511aa48c1e0113fd3f0759a8e,2019-12,E01000247,Burglary,High Barnet
2061,26a3aa8b6323c2750ea5ecfcafd675de3a6ec1d7797191e4c6bcc2f6fb77b5cc,2019-12,E01000251,Burglary,High Barnet
2062,5501a0d3f56a026ceee7ff0cb76856a3c2b79a0935090c129f350c451ccb47ff,2019-12,E01000251,Burglary,High Barnet
2063,e5c50d621468562b3c86eed97e25b0599ce497b88abd79bf7a2caabbd76b7438,2019-12,E01000251,Burglary,High Barnet
2064,35b95c62270cdc2f7078757a7d07a8b86855690a2b04c70dd5ce1929269d164d,2019-12,E01000251,Burglary,High Barnet
2087,84a99142fac26af20c95344f12b71725583cee49baef2be584107fddf0595ad3,2019-12,E01000166,Burglary,East Barnet
2094,2ff1e858b97df72a7923d1d38b0a1700c910b10ca35b1fb32a6623480b6db281,2019-12,E01000172,Burglary,East Barnet
2095,8d16ccb508b12a63a2049b1fa58323e457642f08e647463bcacb67ebe45ed28f,2019-12,E01000172,Burglary,East Barnet
2096,ef3d41fe59ae4c64bdb2b61c84a50efe6dfaaa96c39f4fa4a6924590c03857d0,2019-12,E01000172,Burglary,East Barnet
2097,fd0853777d94a7e256b72a327fd4fd4495f9a7379bf3844ce4b6c45f4285e242,2019-12,E01000172,Burglary,East Barnet
2107,1c26faf34bc3731560e40f22d81468378e7f233fa3ed1b6bcbcdc9604d22ed53,2019-12,E01000285,Burglary,Underhill
2108,209111aa21ee01a378ca623e8fbf57d2d13c8bcd5ab89e075467bda93413580c,2019-12,E01000285,Burglary,Underhill
2109,cc819a8df3095b12aef1530012b7189896a32d3fefd5bc2880aa10868948e51b,2019-12,E01000285,Burglary,Underhill
2115,bc1ce9f82972c102d60e34fbe93cd5adf4d2a688e5e3b017a1e0518fdafbfbfc,2019-12,E01000287,Burglary,Underhill
2116,b81a337a3b017b669aa548e27a21fafd505d4d001f5e5e693e98153467b93d95,2019-12,E01000287,Burglary,Underhill
2117,b42247c9c2cef7622e37459d3a1a821edcf6f70469482971ea56989ad118b1d1,2019-12,E01000287,Burglary,Underhill
2135,1ea74abf20a70d0dcf33cf148055b63048e7cb05ca00437e0cbaa5b561e6ac07,2019-12,E01000289,Burglary,Underhill
2154,f7126dd72c3e6fe78f62e8f3da12d14ba95e3f0427a2e0bc016315850450c6ac,2019-12,E01000294,Burglary,Underhill
2173,a45040faec70373b5d1084feb66f1deb489607625184311a7c509ccecd804df6,2019-12,E01000268,Burglary,Oakleigh
2174,6d0581423ce3212033244a490b4bfac2e61146f9784b992152549b97ccea669c,2019-12,E01000268,Burglary,Oakleigh
2192,bbd05fc02f0b6ee7cdca36b52c855b6e1c90756830790b0d04d414a4afd87b07,2019-12,E01000269,Burglary,Oakleigh
2193,58250d0dbee0dbc57ef725e50474306edeedefc012f454e72639e6c290b89af0,2019-12,E01000269,Burglary,Oakleigh
2200,4b51cc10b2ebc57a61e76f98bd8b7f14dd7d2a1cfe275af235bf96fec5a03552,2019-12,E01000270,Burglary,Oakleigh
2209,8d503e4a94a1578b6c24f502195f90be4ee464cd89641e29a1e820b7c3fa3177,2019-12,E01000170,Burglary,East Barnet
2210,4156c982efcca5091cfd7248c55b00521056ca1529807a776a7b2b413607e6ff,2019-12,E01000170,Burglary,East Barnet
2227,8b926b5051e6b6bb1a360a4a8affa6e3b9073ed95a669434acc9078c6dcfba46,2019-12,E01000171,Burglary,East Barnet
2228,b3c0a096b43680169d450012ecedceb172f2d819e09fa44379369060dc2a2b42,2019-12,E01000171,Burglary,East Barnet
2229,afd4db57e4763e0ed6284776930ebc7f90504f75b9e8adf0b5f2a6067525c6de,2019-12,E01000171,Burglary,East Barnet
2259,1eb1e0378a2d232c6e45630af037ea463992beceaa54b107fd82ffc1b304434b,2019-12,E01000173,Burglary,East Barnet
2260,d97e8e0515aad2419df9be99c2647805a485817923894359aef5233e972f72da,2019-12,E01000173,Burglary,East Barnet
2261,b0431db9a26b8bd88e4774f67218093418ff8faae2b40c42eacb2d85d34b1c95,2019-12,E01000173,Burglary,East Barnet
2265,2d6ebe1bd4fc88410df33fba9372211101747c18616fe151fca9df0dc2afbada,2019-12,E01000174,Burglary,East Barnet
2266,812d8519050e6d683de9df92697159da72942bc110d86a9af8f5dcdfb2eed3ca,2019-12,E01000174,Burglary,East Barnet
2267,649d330532054e43451242fc0d24dc2dd1377e1807988519323f7b91543b9694,2019-12,E01000174,Burglary,East Barnet
2273,5aa417adaf3774c004cac9270fbf45cb83f443877b64913da872a766fd06f29b,2019-12,E01000175,Burglary,East Barnet
2281,c25546b681b46edf1687a16c36f8cc9ab0c658590c060a01d2ac7ae21a0a174d,2019-12,E01000228,Burglary,Hale
2299,bd08ded6b38d90cd8b6be40395157f25be277975d52298ccc53c9d746b0e8611,2019-12,E01000279,Burglary,Totteridge
2300,32375466e967c5f652ebef3521326203412210451ca7765dafed3dfac028994b,2019-12,E01000279,Burglary,Totteridge
2304,bfa688192e1cf11e6d3ec1d88ec34b11c2307abbf9a03bed13ab3810689ac324,2019-12,E01000280,Burglary,Totteridge
2305,943c64a1049d30262752ee7ba9f155823afc47ceafc7c09afbb4b3fe3f1def05,2019-12,E01000280,Burglary,Totteridge
2317,203ba4fc69be8e7c13c2e6573de1ecf34270d25ea455946cc044713a1cfee888,2019-12,E01000286,Burglary,Underhill
2318,6b7609204ce5076ff3cc6403225f3247864f109a4ea18cf22139752501b844ab,2019-12,E01000286,Burglary,Underhill
2328,b0d8a5e4bc4c8f5aed03d28786c51b6cd5613f7b953649b062e4749b21fb5307,2019-12,E01000290,Burglary,Underhill
2334,3c00cd9571c7ab0f24bfc0282134902d11657defb24878c78f2c8d1d40247342,2019-12,E01000271,Burglary,Oakleigh
2359,1b3a3e2af3a3c2aeca3b828d478f50a12a52f5ee94e82101ba00cf8a0eec9ecb,2019-12,E01000281,Burglary,Totteridge
2360,15cc9e3365086ad6c6d8f3de60093a1efe478db095f33a0196968e8c5c547493,2019-12,E01000281,Burglary,Totteridge
2361,4ad8047162736beee43dd59bc7152da0d758b480269cf883010f248b79d3c17f,2019-12,E01000281,Burglary,Totteridge
2379,422bafa1201983f21115a7d3a18484bc74dd69f2060b3151a6ad707620e80083,2019-12,E01000282,Burglary,Totteridge
2380,cb651163f705e47b4afefa4f1f694649fa8e31139e3b67d6b7b9e832925917fd,2019-12,E01000282,Burglary,Totteridge
2381,02e290b3b97adba25c919b2d8ae52a3c7d2e29da062fa5a104f3cb0791f16204,2019-12,E01000282,Burglary,Totteridge
2382,69e0a6be04c54fc8c680bb628fd0bdf377e781203bdb6d56cd7700cd498453d1,2019-12,E01000282,Burglary,Totteridge
2383,ee4210784ec080ecfbfc71cf8b67088f20e58b236ae17cc059ed7b27de642e3e,2019-12,E01000282,Burglary,Totteridge
2384,3719d9c262cdcdb3bed8021bdd50e672268381607a44071c7d889a9b8f04bc62,2019-12,E01000282,Burglary,Totteridge
2399,87e68d57bfa961573a9b808c19dbc0ac3d2852bb63b85c0640583880e1b2aba3,2019-12,E01000115,Burglary,Brunswick Park
2411,1e7fbb5f9b9c8e96764347ed32b2d84344b8eddf12bc1247250a505c6b30a2bd,2019-12,E01000119,Burglary,Brunswick Park
2412,27ea64f1110b6acee386e2be68b12978625da65b101fcaa5d1714bf87aec0f94,2019-12,E01000119,Burglary,Brunswick Park
2420,ae97fed7b55c8860439b035b18bb0adebb102431941d3879c661eb5383c9b9d1,2019-12,E01000120,Burglary,Brunswick Park
2434,629bd351e1d9e395f810f3e8c44c63d2f0f06af66793eb7516e6f74b3c4bb277,2019-12,E01000122,Burglary,Brunswick Park
2435,f278131d68ebb9bfac2d678fa7a17c2856d0af35b8d175754fdbc3d6e15f664c,2019-12,E01000122,Burglary,Brunswick Park
2441,5cdb490ba14d479892a97d1cd63cfdca5f7fb29616a4b0469de3f353f4869556,2019-12,E01000117,Burglary,Brunswick Park
2442,b0e468c4be97cbb1d11e119f7d325b40f074117f0753f590bf51714dd4422410,2019-12,E01000117,Burglary,Brunswick Park
2443,55cb2dd79f8b6635c6f60c8a8d1d74050ec352a3030d4ec6301fd3959f31636a,2019-12,E01000117,Burglary,Brunswick Park
2444,8412cb2fb72c34131a2f58a6655a4441a427dac32ec2d80388fba0bcb9a6135b,2019-12,E01000117,Burglary,Brunswick Park
2445,8392360dd366fb5f6bdcc4ddea42036dad46a5b7b4329d6d69a9886ce5f257eb,2019-12,E01000117,Burglary,Brunswick Park
2453,0100186b14bc15ed514d856a5e9896400f434efeece0facb9ae6d2f2c6ca78af,2019-12,E01000118,Burglary,Brunswick Park
2454,d3188bfd0a4679d7c45762fa0ec292bd839a0e1743e8b49b0dec0e4db7cb94f2,2019-12,E01000118,Burglary,Brunswick Park
2468,510c04ff01cf06f15d528f11c9b651dc491903e07f0ff9b4bb8ade31ae52bd4f,2019-12,E01000123,Burglary,Brunswick Park
2469,09759853d3af73e9b47c62f34d7d178cd38aa6bee1a480ccacc4912308f052e8,2019-12,E01000123,Burglary,Brunswick Park
2483,1aa0a1cf23b11a262f1ad288963112e854606d90d8e6892ebabade2465b65091,2019-12,E01000124,Burglary,Brunswick Park
2484,98b7eaaaf6d3375ab93545fd9e6c1d6c2be904b23c10016c34ed21f5c303596b,2019-12,E01000124,Burglary,Brunswick Park
2485,75a9bc62111cbfba2ae22f14b3610065f40b6f3b2e6b0063451eac8eef087777,2019-12,E01000124,Burglary,Brunswick Park
2524,a85db7008749de0b00cdb04da1cf9d020a29771d29708f84a1302a6d1e40113d,2019-12,E01000266,Burglary,Oakleigh
2553,1e08982cd5880413e543310ef372ee1b2016e171905ab08f8ffad86e1cf83d5a,2019-12,E01000274,Burglary,Oakleigh
2554,83283c44fea15593b9de0ad32b24fedc0df3fbb1cb830a334bb88176381b585c,2019-12,E01000274,Burglary,Oakleigh
2555,773f092ccf71dd9df9d727a3d9e7b0ae2f10343fa62b40cc2c3bf2abad8903b3,2019-12,E01000274,Burglary,Oakleigh
2556,9f536edbd46adda7dde63c2121004973dbda6cffae41850ff355931cab3c524a,2019-12,E01000274,Burglary,Oakleigh
2557,d281f5ee849df9bd15154d5bf4ade0f56ae314e3cd6d0350e5ff8e19210ab8ec,2019-12,E01000274,Burglary,Oakleigh
2558,f8bd6fbe74793e20497191c8ea30f646334b5ba7dee93d6698bbb57c8e53b2fa,2019-12,E01000274,Burglary,Oakleigh
2559,5566190ac6f77d96d90e391b355fb5f34d7d97969279d746000cd9fa3e3c1c6d,2019-12,E01000274,Burglary,Oakleigh
2572,a390c15c69fbfabbc2ce333feaadc203707c861e932ede36b656c2bfefab5d07,2019-12,E01000320,Burglary,Woodhouse
2573,2ba3b2db63cada8c870e3f2ae86e272663b6a4f1712001042f131ac8bd93101f,2019-12,E01000320,Burglary,Woodhouse
2582,9c35387edf938b1a4d042a2cc2c398e99a4f213892516b75d15cebdbd3da15ae,2019-12,E01000322,Burglary,Woodhouse
2595,73de4c58da49b58392b9726588037106fc8cba158c86589481f481af92ca20cd,2019-12,E01000275,Burglary,Totteridge
2604,14bedb6109adae8b9daa4eab62dbb33468576ddd5a58bcffcb89e4509df01728,2019-12,E01000277,Burglary,Totteridge
2617,5983911ddef855a069b630e5288f26c991b72a1e552d98dab71134c3b510b241,2019-12,E01000283,Burglary,Totteridge
2627,19aed6a68314516d21c9516fbd300ad5f7284bff9b62ce5a52d86b1e1135efa2,2019-12,E01000284,Burglary,Totteridge
2628,93523d71131cd58a26dc251721e327161714e03bbd7eb7576cb47a96fc488067,2019-12,E01000284,Burglary,Totteridge
2629,875f117108d8e9cdbbaf20df5d7958abaa4a17cda5fea6b823a8e21343a5682c,2019-12,E01000284,Burglary,Totteridge
2636,b13fce20654ad1e0e4f2fdb67007db20942d36882d0807134202bb96d4087e64,2019-12,E01000321,Burglary,Woodhouse
2660,435100ff1ba7c8e4d28e14f6f773addbcef8aa0321750f5f81d57ff29daca2c1,2019-12,E01000195,Burglary,Edgware
2670,c0dbce9c761a75da8bf7675d056f2e041711c55b8fd84637e0ca845f5af974b8,2019-12,E01000229,Burglary,Hale
2671,5873ea1f2277e856b36d5b6a7f4f4ce3eff2ee3296505a9565435bd79a1d90a9,2019-12,E01000229,Burglary,Hale
2677,36893b7afa41d87c3b841976941df0569c296788af50db5eb4b40f1418edfce6,2019-12,E01000230,Burglary,Hale
2678,96818121e35a0b83d7b16c25650184bd051f109a21cf5b640571241095f9e630,2019-12,E01000230,Burglary,Hale
2683,05f404327a4daf7a93d623f83ed8c8ebb531e3c8cf577cf86bc511f0f4e770cb,2019-12,E01000231,Burglary,Hale
2702,0a7c21137d3c5c9bc4d895894cbbd93d51bb0710ec6c027aa22f05262eecf7a9,2019-12,E01000232,Burglary,Hale
2703,0e49ee6303417297f04d4b1c250e8fd8d13abee5fb32b439d47d79905fccb35b,2019-12,E01000232,Burglary,Hale
2704,691c8bf1da7f09be09e12cf4f42e26d5f1a256b27bc25a30e4eb746562f34b90,2019-12,E01000232,Burglary,Hale
2705,dc7004f32c1634624cced2d6d6a5819c7c7e0e32cc628e9760752cdca4c9c868,2019-12,E01000232,Burglary,Hale
2709,849d79df51dcb011d91f6e1bd45075ff1b25c794379b27dd0de79923b71ce8ca,2019-12,E01000233,Burglary,Hale
2710,d3be31cbeee384605ebadbb098323dabe9021454b3eb9452534b109087171384,2019-12,E01000233,Burglary,Hale
2711,036ec7780ad9d1eca02688469f2a3b0de84ca3f5110bb3f4e6402a09b05e55b5,2019-12,E01000233,Burglary,Hale
2720,60416fac917706535cd857492086de4948b17d7dfa966b2b99b41fef31441b77,2019-12,E01000186,Burglary,Edgware
2721,a74fdf953b2758b79869372216cd2fedc50ecba4c7d601dcf4fb6d2b9b9b4648,2019-12,E01000186,Burglary,Edgware
2724,4f3c76ba01cffe8a73aa2878557facbe6162f15bc8962c65c8f6502932585056,2019-12,E01000187,Burglary,Edgware
2725,4ed05c7e0ec3782010eaf4e54504a1bbf8d9412fe9f44916b8707dde7156bfe8,2019-12,E01000187,Burglary,Edgware
2744,7be97215022ecf8c2e9e93f5534bf176a05132ddbd04b99924f5af474105960b,2019-12,E01000189,Burglary,Edgware
2755,608cd31344e3bee842c143ae67037c883263b9064f7b0abcc5165954fd627b23,2019-12,E01000191,Burglary,Edgware
2767,5cc27225ce76fe9f91ab126942958c3f4d80fad1645d4a46ef6e4e5cda3e6822,2019-12,E01000158,Burglary,Coppetts
2768,110e79396112110b1c58f5c58eba8c838a6ec4eb92fc449216017ea65607250d,2019-12,E01000158,Burglary,Coppetts
2786,fba878847642c19cd487cfb280536ee67dcd47b906221e5a7bc6e5b2ef9e6cba,2019-12,E01000159,Burglary,Coppetts
2796,4a1e98821bdb63ff5613e37e80c9f1c84fbf245e19e0dd951c728a72194b44b4,2019-12,E01000160,Burglary,Coppetts
2797,ff27929452d31d31f16189d282ad8c331e69f6e8e274562d7f188d77f6e4e32b,2019-12,E01000160,Burglary,Coppetts
2816,b1e2b182b12c541a4f710aaad066e5654eedaffa717abda07f933e224c2b2297,2019-12,E01000161,Burglary,Coppetts
2817,d35e855004e4ca8d209a8ec1ca46578459da98b0a2bce4eb48b27bc094d6c7a5,2019-12,E01000161,Burglary,Coppetts
2818,5e24a117a9fe7e34056e7aeb2aaf21cd5ee7788b77a1c2bbc38ce131f6d58979,2019-12,E01000161,Burglary,Coppetts
2831,87e54b17caf14d4297ff4bd4f820e7a247c75c9828aeb00e81b2dda898228c39,2019-12,E01000162,Burglary,Coppetts
2832,2ec5a3fb781ae6e9fc47d1b7c1a04676d7bcaf909e9c59881a894348ceb3f9ae,2019-12,E01000162,Burglary,Coppetts
2842,4a92b8c06a9e9963647f60365fbe12f670ab00f0a03871d3eac5ecdcf8a8c0dc,2019-12,E01000324,Burglary,Woodhouse
2847,3cc40f6ab66234e61bd3b9b8c6ed43f311045056e68a11b279395977854327c1,2019-12,E01000256,Burglary,Mill Hill
2848,bfeb88f3b5802f32d8e3ff03b4dfd342bdf3f786ef551a220b985748d28a4422,2019-12,E01000256,Burglary,Mill Hill
2858,2c422a940ee23368d65e0ac69c9a8a6af487b4909dde0bfad1685a0dc05610ad,2019-12,E01000258,Burglary,Mill Hill
2859,5498d089ce8f0473618276c66e527d0830058500db9c6602129cb9ede99047e7,2019-12,E01000258,Burglary,Mill Hill
2860,cd9e809d9c37ae872a9e27a0ba5f4c6ff8f3207f5914a7375a2cedba2b917b36,2019-12,E01000258,Burglary,Mill Hill
2878,0658903703783c77d0f8468c78d9228192dafe5099822e34894f2d38dad4ae73,2019-12,E01000263,Burglary,Mill Hill
2887,7c89afecd3b083ab2292854745cf7c0276b1de8f809251be34b6c2c29bfca61c,2019-12,E01000264,Burglary,Mill Hill
2888,cf5d89e2303a0f3006aee9bb2ca230347d92f99a4ff899c06d5bdb3ce578d94c,2019-12,E01000264,Burglary,Mill Hill
2889,74519bf114bb48a70f1ee70dd767cf627417096c2d3d297f6ef8486b218ba948,2019-12,E01000264,Burglary,Mill Hill
2918,c94fa2613442848f3ea27fc410c5fd5ad39a382c20f0a5fa9a408e6f6b971041,2019-12,E01000255,Burglary,Mill Hill
